name,review_count,rating,longitude,latitude,country,state,price
Guaca Mole Cocina Mexicana,369,4.5,-85.56805,38.26341,US,KY,2
Cochon Butcher,3665,4.5,-90.0670981407166,29.9422358658609,US,LA,2
Acme Oyster House,7210,4.0,-90.06894,29.95431,US,LA,2
Commander's Palace,4627,4.5,-90.084195609787,29.9287354417977,US,LA,3
Oceana Grill,6623,4.0,-90.067563,29.956231,US,LA,2
Ruby Slipper Cafe - Central Business District,4415,4.5,-90.067394,29.951025,US,LA,2
Luke,4345,4.0,-90.0704155423279,29.9507416316034,US,LA,2
Cochon,4231,4.0,-90.06713,29.94226,US,LA,2
GW Fins,2197,4.5,-90.06877,29.95561,US,LA,3
Willie Mae's Scotch House,3391,4.5,-90.07887,29.96924,US,LA,2
The National WWII Museum,1508,4.5,-90.070398,29.942709,US,LA,N/A
Surrey's Café & Juice Bar,1987,4.5,-90.0719904899597,29.9358487261569,US,LA,2
Parkway Bakery & Tavern,2003,4.5,-90.090254,29.973623,US,LA,2
Café Amelie,2582,4.5,-90.0630790567721,29.9598026471689,US,LA,2
Jacques-Imo's Cafe,2317,4.5,-90.13224,29.94902,US,LA,2
District Donuts Sliders Brew,1964,4.5,-90.0770687,29.9294259,US,LA,1
Atchafalaya Restaurant,1905,4.5,-90.0878562,29.9212715,US,LA,2
Felix's Restaurant & Oyster Bar,3722,4.0,-90.0689453974164,29.9546804305772,US,LA,2
Royal House,4844,4.0,-90.066386050993,29.9564246421928,US,LA,2
Restaurant August,1287,4.5,-90.0668309,29.95,US,LA,4
Willa Jean,1822,4.0,-90.075122,29.948321,US,LA,2
Gumbo Shop,3620,4.0,-90.064509,29.957726,US,LA,2
Mr. B's Bistro,1982,4.0,-90.0682830810547,29.9543075561523,US,LA,3
Shaya,1321,4.5,-90.09961,29.92123,US,LA,2
Jimmy J's Cafe,2039,4.0,-90.06793,29.953128,US,LA,2
Pêche,1776,4.0,-90.06901,29.94506,US,LA,3
Central Grocery & Deli,1692,4.0,-90.0610847,29.9588574,US,LA,2
Muriel's Jackson Square,1793,4.0,-90.0631790161133,29.9584884643555,US,LA,3
Domenica,1798,4.0,-90.0716247045172,29.953879,US,LA,2
Restaurant R'evolution,1140,4.5,-90.068139,29.955443,US,LA,4
Bacchanal Fine Wine & Spirits,1126,4.5,-90.033259,29.959824,US,LA,2
Pat O'Brien’s,2312,4.0,-90.0653899,29.95811,US,LA,2
Mr Ed's Oyster Bar - Bienville,1123,4.5,-90.0659187477944,29.9537198203863,US,LA,2
Carmo,1084,4.5,-90.06990205159,29.9455561516142,US,LA,2
The Joint,1274,4.5,-90.03544,29.96132,US,LA,2
Bearcat Cafe,710,4.5,-90.10401,29.93564,US,LA,2
Creole Creamery,853,4.5,-90.1083908,29.9244432,US,LA,1
The Rum House,1513,4.0,-90.086015,29.924061,US,LA,2
Brennan's,1445,4.0,-90.066655935845,29.9560036328058,US,LA,3
Stanley,2313,4.0,-90.0629232393557,29.9582501709758,US,LA,2
The Original Pierre Maspero's,1745,4.0,-90.0652160644531,29.9556732177734,US,LA,2
Red Fish Grill,1895,4.0,-90.0696096,29.954468,US,LA,2
Café Du Monde,1312,4.0,-90.061861,29.957525,US,LA,1
Red Dog Diner,799,4.5,-90.0860021837389,29.9244039489271,US,LA,2
Mother's Restaurant,4926,3.5,-90.06721,29.94903,US,LA,2
Angelo Brocato,583,4.5,-90.0990600585938,29.9754390716553,US,LA,2
Lafitte's Blacksmith Shop Bar,1537,4.0,-90.0636187172147,29.9610325368641,US,LA,1
Cafe Beignet,2518,4.0,-90.06707,29.955294,US,LA,1
Meals From The Heart Cafe,777,4.5,-90.05954,29.959666,US,LA,2
Verti Marte,1235,4.0,-90.061177,29.9621981,US,LA,2
Majoria's Commerce Restaurant,815,4.5,-90.0686874389648,29.950891494751,US,LA,1
Neptune Oyster,5073,4.5,-71.0560575975533,42.3632711771092,US,MA,3
Mike's Pastry,7241,4.0,-71.0542184385064,42.3641813865072,US,MA,1
Giacomo's Ristorante - Boston,3470,4.0,-71.05344,42.36458,US,MA,2
Carmelina's,2198,4.5,-71.05415,42.36388,US,MA,2
Island Creek Oyster Bar,2743,4.5,-71.09509,42.34849,US,MA,3
Mike & Patty's,1721,4.5,-71.067928,42.348561,US,MA,1
Atlantic Fish Company,2551,4.0,-71.0811272917217,42.3492217873536,US,MA,3
Toro,2135,4.0,-71.07592429,42.33698788,US,MA,3
Modern Pastry Shop,2018,4.0,-71.05474,42.36324,US,MA,1
Luke's Lobster Back Bay,1763,4.0,-71.0791224248571,42.3485601423781,US,MA,2
Sam LaGrassa's,1017,4.5,-71.05994,42.35689,US,MA,2
Saltie Girl,1057,4.5,-71.0776626,42.3511377,US,MA,3
Regina Pizzeria,2041,4.0,-71.0568833173494,42.3654185550275,US,MA,2
The Friendly Toast,1686,4.0,-71.0732730478048,42.3483479318913,US,MA,2
Row 34,1482,4.0,-71.0475044128162,42.3495808510305,US,MA,3
Flour Bakery + Café,1162,4.5,-71.04881,42.35137,US,MA,2
Lolita Cocina & Tequila Bar Back Bay,2171,4.0,-71.077508474716,42.3505860446405,US,MA,2
The Salty Pig,1685,4.0,-71.076121,42.346881,US,MA,2
Barcelona Wine Bar South End,1081,4.5,-71.0705436362457,42.3449355147724,US,MA,2
Pauli's,1121,4.5,-71.0560854227807,42.363244212396,US,MA,2
James Hook & Co,1255,4.0,-71.0509,42.354951,US,MA,2
Eastern Standard Kitchen & Drinks,1894,4.0,-71.0960168391466,42.348740324378,US,MA,3
The Daily Catch,1665,4.0,-71.05397,42.36406,US,MA,2
Gaslight,2051,4.0,-71.0673901926598,42.3409677894859,US,MA,2
Yankee Lobster,1725,4.0,-71.035987943405,42.347921583679,US,MA,2
Picco Pizza & Ice Cream,1180,4.0,-71.0705310984679,42.3448751089207,US,MA,2
Bova's Bakery,1168,4.5,-71.0555430856871,42.3651847483192,US,MA,1
Bostonia Public House,1397,4.0,-71.054296,42.359213,US,MA,2
Museum Of Fine Arts,792,4.5,-71.094043,42.339383,US,MA,N/A
The Capital Grille,935,4.5,-71.0851110928626,42.3478110031284,US,MA,4
O Ya,736,4.5,-71.056866645813,42.3514083135866,US,MA,4
Flour Bakery + Café,1026,4.0,-71.0738261386231,42.3482569197856,US,MA,2
Thinking Cup,1163,4.0,-71.06372,42.3539,US,MA,2
Toscanini's Ice Cream,1716,4.5,-71.0781884898525,42.3660425814171,US,MA,2
Boston Public Garden,363,4.5,-71.070787,42.354636,US,MA,N/A
Myers & Chang,1675,4.0,-71.066250270967,42.3438187315924,US,MA,2
Saus,1251,4.0,-71.0570718850568,42.3610800091721,US,MA,2
Mistral,955,4.0,-71.072759141675,42.3481578332115,US,MA,4
Flour Bakery & Cafe,877,4.0,-71.074548,42.338443,US,MA,2
Parish Cafe and Bar,1418,4.0,-71.071625035216,42.351822284275,US,MA,2
Yvonne's,966,4.0,-71.0614361,42.355517,US,MA,3
El Pelón Taquería,1118,4.0,-71.0989652411179,42.3432217195996,US,MA,1
The Beehive,2178,3.5,-71.071497,42.344493,US,MA,2
Pho Basil,1212,4.0,-71.087215,42.345812,US,MA,2
Thinking Cup,791,4.5,-71.0746758944958,42.351734691006,US,MA,2
Drink,1570,4.0,-71.04846,42.35067,US,MA,3
Avana Sushi,969,4.0,-71.0609420250346,42.3515433311481,US,MA,1
Abe & Louie's,1352,4.0,-71.0815887451172,42.3492240905762,US,MA,3
Marliave,1301,4.0,-71.060306250729,42.357014071346,US,MA,3
Galleria Umberto,637,4.5,-71.05425,42.3637299,US,MA,1
Thames Street Oyster House,2480,4.5,-76.59162,39.28214,US,MD,2
Ekiben,1182,4.5,-76.594557,39.2857429,US,MD,2
Miss Shirley's Cafe,2659,4.0,-76.6053657,39.2870995,US,MD,2
Woodberry Kitchen,2238,4.0,-76.6454801174135,39.3317672566408,US,MD,3
Joe Benny's,708,4.5,-76.6014964189682,39.2858595235079,US,MD,2
Blue Moon Cafe,2123,4.0,-76.59423,39.28332,US,MD,2
Water for Chocolate,823,4.5,-76.5905,39.29032,US,MD,2
L P Steamers,1524,4.0,-76.59861,39.27093,US,MD,2
Pitango Gelato,678,4.5,-76.593588903981,39.282347547047,US,MD,2
Chaps Pit Beef,1211,4.5,-76.5480052736107,39.3016690736144,US,MD,1
Faidley's Seafood,1132,4.0,-76.62224,39.291696,US,MD,2
Cava Mezze - Baltimore,721,4.5,-76.5985802,39.284455,US,MD,2
The Food Market,986,4.0,-76.6331992056355,39.3310122069348,US,MD,2
Clavel,710,4.5,-76.6203730332442,39.314946584723,US,MD,2
The Brewer's Art,1017,4.0,-76.616179918669,39.302825295486,US,MD,2
Miss Shirley's Cafe,991,4.0,-76.6314153,39.3443978,US,MD,2
Charleston,493,4.5,-76.599402,39.282701,US,MD,4
Mama's On The Half Shell,1193,4.0,-76.5752399,39.27986,US,MD,2
The Charmery,484,4.5,-76.6295599,39.3310091,US,MD,2
Koco's Pub,532,4.5,-76.57317,39.33853,US,MD,2
Puerto 511,382,4.5,-76.61706,39.29243,US,MD,2
The Capital Grille,538,4.5,-76.60821,39.28712,US,MD,3
Samos Restaurant,468,4.5,-76.55597,39.28593,US,MD,2
Di Pasquale's Marketplace,394,4.5,-76.56647,39.2889,US,MD,2
Kippo Ramen,559,4.5,-76.5935978293419,39.2841531080851,US,MD,2
Isabella's Brick Oven Pizza and Panini,521,4.5,-76.6020995,39.2870444,US,MD,2
National Aquarium,1045,4.0,-76.6082964542703,39.2857463572993,US,MD,N/A
Annabel Lee Tavern,568,4.5,-76.56963,39.285342,US,MD,2
Shoyou Sushi,523,4.5,-76.6119887125992,39.2728666047061,US,MD,2
Maiwand Grill,407,4.5,-76.620653,39.289519,US,MD,2
The Helmand,643,4.0,-76.615911013617,39.299059182884,US,MD,2
Baba's Mediterranean Kitchen,394,4.5,-76.6028823852539,39.2719688415527,US,MD,2
The Walters Art Museum,203,4.5,-76.616499,39.296441,US,MD,N/A
SoBo Cafe,408,4.5,-76.6148686,39.2768254,US,MD,2
Bmore Licks,378,4.5,-76.58158,39.28585,US,MD,1
American Visionary Art Museum,328,4.5,-76.606835,39.279934,US,MD,N/A
Cazbar,571,4.0,-76.61559,39.29302,US,MD,2
Abbey Burger Bistro,866,4.0,-76.6129885794452,39.2771835822848,US,MD,2
Fogo de Chão Brazilian Steakhouse,984,4.0,-76.607338,39.2870667165587,US,MD,3
The Land of Kush,616,4.0,-76.6216943,39.3001673,US,MD,2
Illusions Magic Bar & Lounge,323,4.5,-76.6140999,39.27758,US,MD,2
The Local Fry,416,4.5,-76.629814,39.336042,US,MD,2
Waffie,187,5.0,-76.63045,39.33097,US,MD,1
Blue Moon Too,416,4.5,-76.6125325486064,39.2775711348358,US,MD,2
Saturday Morning Cafe,1157,4.0,-76.613015,39.288071,US,MD,2
La Tavola,549,4.0,-76.60257,39.28612,US,MD,2
The Bun Shop,504,4.0,-76.61957,39.30061,US,MD,1
Teavolve,799,4.0,-76.5978269,39.2831709,US,MD,2
Iron Rooster,820,4.0,-76.5653344920654,39.2764795638087,US,MD,2
Dooby's,604,4.0,-76.6158836451553,39.2987920067243,US,MD,2
Eventide Oyster Company,3098,4.5,-70.25123,43.65943,US,ME,2
Duckfat,2375,4.5,-70.25027,43.66029,US,ME,2
The Holy Donut,1614,4.5,-70.2535108476877,43.6566652520718,US,ME,1
Street & Co.,1349,4.5,-70.2540271729231,43.6558679491282,US,ME,3
Central Provisions,1017,4.5,-70.253784,43.656028,US,ME,2
Hot Suppa,876,4.5,-70.2684836089611,43.65304492414,US,ME,2
The HighRoller Lobster,782,4.5,-70.256063,43.658297,US,ME,2
Bayside American Cafe,830,4.5,-70.2656469439311,43.6576897226602,US,ME,2
Standard Baking,516,4.5,-70.2508976,43.6580172,US,ME,2
The Green Elephant,547,4.5,-70.26344,43.65368,US,ME,2
Gorgeous Gelato - Portland,459,4.5,-70.25441,43.65576,US,ME,1
Fore Street,1018,4.0,-70.2509852828992,43.6581161918639,US,ME,3
Flatbread Company,594,4.5,-70.2500543525629,43.6573550703061,US,ME,2
Vena's Fizz House,322,4.5,-70.2520007746315,43.6569645861713,US,ME,2
Boda,456,4.5,-70.2665899,43.6533299,US,ME,2
The Gelato Fiasco,289,4.5,-70.2542523673181,43.6561670937005,US,ME,2
Empire Chinese Kitchen,511,4.5,-70.2625198364258,43.654899597168,US,ME,2
Marcy's Diner,549,4.5,-70.2612915902348,43.6550091209133,US,ME,1
Novare Res,518,4.5,-70.254687,43.65715,US,ME,2
OTTO,532,4.5,-70.26225,43.6546,US,ME,2
isa,228,4.5,-70.2649379650297,43.6580973363855,US,ME,2
Tandem Coffee + Bakery,378,4.5,-70.27058,43.65307,US,ME,2
Becky's Diner,821,4.0,-70.256931,43.650615,US,ME,2
Coffee ME Up,173,5.0,-70.2564112992787,43.6611662810493,US,ME,1
J's Oyster,1186,3.5,-70.2511765232788,43.6560140074202,US,ME,2
Miyake,395,4.5,-70.2554401850103,43.6554271720976,US,ME,3
The Honey Paw,436,4.0,-70.2510230719194,43.6595876703614,US,ME,2
Scales,513,4.0,-70.25003,43.65735,US,ME,3
Bard Coffee,390,4.5,-70.255239,43.657686,US,ME,2
Market Street Eats,211,4.5,-70.253179,43.6568619,US,ME,1
Mi Sen Noodle Bar,287,4.5,-70.2643789,43.6533672,US,ME,2
Sur Lie,240,4.5,-70.2575073,43.6567972,US,ME,2
Back Bay Grill,194,4.5,-70.264636,43.658122,US,ME,3
Cheevitdee,173,4.5,-70.252844,43.656757,US,ME,2
Portland Lobster Co,1047,3.5,-70.25277,43.65562,US,ME,2
Evo Kitchen + Bar,240,4.5,-70.2550399,43.6558599,US,ME,3
Dutch's,268,4.5,-70.260703,43.6578360021297,US,ME,1
DiMillo's On The Water,776,3.5,-70.2506053447723,43.6542111338841,US,ME,3
Mount Desert Island Ice Cream,246,4.5,-70.254122272741,43.6573740809422,US,ME,1
The Great Lost Bear,523,4.0,-70.2803573608398,43.6679382324219,US,ME,2
Crunchy Poké,106,5.0,-70.25416,43.6559,US,ME,2
Micucci Grocery,161,4.5,-70.2496,43.66032,US,ME,1
Po' Boys & Pickles,324,4.0,-70.29243,43.68568,US,ME,2
UNION,252,4.5,-70.2565154,43.6590327,US,ME,2
The Local Press,132,4.5,-70.2905887008589,43.6698903047194,US,ME,1
The Sinful Kitchen,243,4.5,-70.315959,43.673302,US,ME,2
Blyth & Burrows,157,4.5,-70.25409,43.65702,US,ME,2
Gilbert's Chowder House,673,3.5,-70.2507481724024,43.6569435149431,US,ME,2
Luis's Arepera,138,4.5,-70.28924,43.68002,US,ME,1
Local 188,475,4.0,-70.26738,43.65348,US,ME,2
Dime Store,1488,4.5,-83.0479924085636,42.3308060633157,US,MI,2
Green Dot Stables,1882,4.0,-83.071439609787,42.3218706734797,US,MI,1
Selden Standard,1125,4.5,-83.06499,42.34779,US,MI,2
Detroit Institute of Arts,415,4.5,-83.0644836425781,42.3594207763672,US,MI,N/A
Slows Bar BQ,2050,4.0,-83.0759533597131,42.3315986974041,US,MI,2
Chartreuse,677,4.5,-83.06595,42.36054,US,MI,3
Supino Pizzeria,873,4.5,-83.040064828648,42.345476174914,US,MI,2
Mudgie's Deli & Wine Shop,892,4.5,-83.0620948,42.3290835,US,MI,2
Wright & Company,883,4.5,-83.04902,42.33523,US,MI,3
Roast,973,4.0,-83.050707,42.3321923,US,MI,3
Lafayette Coney Island,940,4.0,-83.0488398850383,42.3314466332113,US,MI,1
ima,467,4.5,-83.0737609863281,42.3311424255371,US,MI,2
Standby,538,4.5,-83.0461140631014,42.3344844608147,US,MI,2
The Hudson Cafe,1002,4.0,-83.048497,42.333364,US,MI,2
Taqueria El Rey,396,4.5,-83.0991818010807,42.3190260345587,US,MI,1
Grey Ghost Detroit,713,4.0,-83.0555171146989,42.3451704384376,US,MI,3
Batch Brewing Company,415,4.5,-83.0632939479199,42.3283429981483,US,MI,2
Takoi,539,4.0,-83.0808343566223,42.3316432369511,US,MI,2
Motown Historical Museum,299,4.5,-83.08835,42.36414,US,MI,N/A
The Sugar House,536,4.0,-83.07578,42.33165,US,MI,2
Vicente's Cuban Cuisine,794,4.0,-83.047077,42.33447,US,MI,2
Taqueria Mi Pueblo,517,4.5,-83.1241897817536,42.3170909635414,US,MI,1
Motor City Brewing Works,505,4.0,-83.066046,42.35183,US,MI,2
Ottava Via,635,4.0,-83.065696,42.331716,US,MI,2
Royale with Cheese,541,4.0,-83.0634118616581,42.350337903122,US,MI,2
Bakersfield,524,4.0,-83.05572,42.34518,US,MI,2
Pie Sci,223,4.5,-83.0800281465053,42.3539638448561,US,MI,2
Republic,482,4.0,-83.0549774,42.3350182,US,MI,3
Johnny Noodle King,716,4.0,-83.0743694,42.3188542,US,MI,2
Mercury Burger Bar,730,4.0,-83.0761372076567,42.3311573702812,US,MI,2
SavannahBlue,472,4.0,-83.05233,42.3341913,US,MI,2
Avalon International Breads,312,4.5,-83.0640757083893,42.3504092643867,US,MI,1
For the Love of Sugar,315,4.5,-83.0553132,42.3460552,US,MI,2
Honey Bee La Colmena,227,4.5,-83.0765075683594,42.3256378173828,US,MI,1
Buddy's Pizza,253,4.5,-83.06405,42.41897,US,MI,2
Urban Ramen,561,4.0,-83.060804657327,42.351869835986,US,MI,2
Bobcat Bonnie's,537,4.0,-83.0707433,42.3315449,US,MI,2
Pupusería y Restaurante Salvadoreño,229,4.5,-83.11624,42.32485,US,MI,1
The Apparatus Room,569,4.0,-83.04851272487,42.3281585909956,US,MI,3
Joe Muer Seafood,613,4.0,-83.040138261377,42.3279507129647,US,MI,3
Sister Pie,285,4.5,-82.9985046386719,42.3586463928223,US,MI,2
Giovanni's Ristorante,276,4.5,-83.1459120674591,42.2903220548957,US,MI,3
Andiamo,485,4.0,-83.039659,42.328235,US,MI,3
Roasting Plant Detroit,283,4.5,-83.0460964,42.3311107,US,MI,1
SheWolf Pastificio & Bar,318,4.0,-83.06308,42.34825,US,MI,3
HopCat,714,3.5,-83.061648,42.35247,US,MI,2
Vertical Detroit,358,4.0,-83.0469193581056,42.3362072819828,US,MI,3
El Barzon,435,4.0,-83.1110703,42.330924,US,MI,2
Dutch Girl Donuts,225,4.5,-83.113959,42.431444,US,MI,1
Empire Kitchen and Cocktails,281,4.5,-83.0564396185185,42.3456545090945,US,MI,2
Casper's and Runyon's Nook,919,4.5,-93.1567051,44.9265501,US,MN,2
Tongue In Cheek,468,4.5,-93.0738067626953,44.971004486084,US,MN,2
Red Cow - Saint Paul,648,4.5,-93.1167558,44.9467106,US,MN,2
The Buttered Tin,568,4.0,-93.0888698616723,44.9509974383045,US,MN,2
The Naughty Greek,405,4.5,-93.16731,44.9468,US,MN,2
Blue Door Pub St. Paul,788,4.0,-93.176774,44.946732,US,MN,2
Cafe Astoria,358,4.5,-93.1077381,44.9411851,US,MN,1
Cafe Latté,564,4.0,-93.13603,44.939642,US,MN,2
Mama's Pizza,247,4.5,-93.106132,44.970347,US,MN,1
Cossetta Alimentari,786,4.0,-93.10413,44.94389,US,MN,2
Moscow On The Hill,410,4.0,-93.115617,44.946659,US,MN,2
Brunson's Pub,221,4.5,-93.07317,44.97005,US,MN,2
iPho by Saigon,398,4.0,-93.1297714405111,44.9554681020232,US,MN,1
Meritage,386,4.0,-93.0965879,44.9463281,US,MN,3
Trung Nam French Bakery,218,4.5,-93.1309967041016,44.9560546875,US,MN,1
J. Selby's,344,4.0,-93.13665,44.94635,US,MN,2
Cecils,417,4.0,-93.187786,44.921913,US,MN,2
Thai Garden,232,4.5,-93.118217,44.955467,US,MN,1
Brasa Rotisserie,399,4.0,-93.13284,44.94027,US,MN,2
Mucci's Italian,234,4.5,-93.13338,44.92668,US,MN,2
On's Thai Kitchen,474,4.0,-93.1683905,44.9558464,US,MN,2
Claddagh Coffee,149,4.5,-93.1113899,44.9383168,US,MN,2
DeGidio's Restaurant & Bar,265,4.5,-93.1103101,44.9393077,US,MN,2
The Neighborhood Café,297,4.0,-93.166395,44.946398,US,MN,2
Tavial Grill,217,4.5,-93.1327483803034,44.9237750060073,US,MN,1
Revival - St. Paul,498,4.0,-93.1223456,44.9467049,US,MN,2
Como Park Zoo and Conservatory,281,4.0,-93.1522178642032,44.981481206838,US,MN,N/A
Black Sea Restaurant,226,4.5,-93.167263,44.963462,US,MN,1
Groundswell,241,4.0,-93.1570824,44.9591845,US,MN,1
Quixotic Coffee,198,4.5,-93.1875184178352,44.9183130867367,US,MN,2
Handsome Hog,453,4.0,-93.1164236,44.9467454,US,MN,2
Cheng Heng Restaurant,225,4.0,-93.11943,44.95546,US,MN,2
Colossal Café,313,4.0,-93.195818,44.98263,US,MN,2
Grand Ole Creamery & Grand Pizzeria,283,4.0,-93.131913,44.9398228,US,MN,1
Saint Dinette,269,4.0,-93.0860497802496,44.9498066485407,US,MN,2
Punch Neapolitan Pizza - Highland Park,193,4.5,-93.18696,44.92013,US,MN,2
Red Rabbit - St. Paul,186,4.5,-93.1332063531045,44.9398212560972,US,MN,2
Shish Mediterranean Grill & Café,386,4.0,-93.170654,44.939773,US,MN,2
Fasika Ethiopian Restaurant,281,4.0,-93.1668264567286,44.9564328535882,US,MN,2
Pajarito,226,4.0,-93.116368,44.935295,US,MN,2
The Uptowner Café on Grand,265,4.0,-93.14684,44.93982,US,MN,2
Beirut Restaurant,176,4.5,-93.081127,44.904278,US,MN,2
Nelson Cheese & Deli,133,4.5,-93.166259765625,44.9770050048828,US,MN,1
Afro Deli & Grill - Saint Paul,144,4.5,-93.096493,44.947266,US,MN,1
El Burrito Mercado,230,4.0,-93.077473,44.929967,US,MN,1
Black Sheep Coal Fired Pizza,280,4.0,-93.09444,44.9513,US,MN,2
Mañana Restaurant,134,4.5,-93.067093,44.961215,US,MN,1
The French Hen Café,251,4.0,-93.1220856,44.946434,US,MN,2
Joan's In the Park,166,4.5,-93.1672291465507,44.9225875656549,US,MN,4
Trieu Chau Restaurant,266,4.0,-93.12155,44.95544,US,MN,1
Q39 -  Kansas City,4150,4.5,-94.59813648,39.0574096,US,MO,2
Jack Stack Barbecue - Freight House,2094,4.0,-94.5858702847946,39.0872938173615,US,MO,2
The Nelson-Atkins Museum of Art,454,5.0,-94.580928,39.04497,US,MO,N/A
Joe's Kansas City Bar-B-Que,3725,4.5,-94.620753657734,39.044461224899,US,KS,2
National WWI Museum and Memorial,321,5.0,-94.5860904952081,39.0805547715714,US,MO,N/A
Char Bar,1192,4.0,-94.592611,39.053931,US,MO,2
Beer Kitchen,1060,4.0,-94.5912265342883,39.0528120855347,US,MO,2
Grünauer,682,4.5,-94.585188,39.087555,US,MO,2
Vietnam Cafe,627,4.5,-94.5732875,39.1093329,US,MO,1
Jack Stack Barbecue,1018,4.0,-94.5887848,39.0413552,US,MO,2
Novel Restaurant,383,4.5,-94.5799346,39.0891226,US,MO,3
Happy Gillis Cafe & Hangout,495,4.5,-94.5702842416591,39.1089271922435,US,MO,2
Glacé Artisan Ice Cream,383,4.5,-94.5874612446321,39.0369994248415,US,MO,1
Gram & Dun,821,4.0,-94.5939385,39.040155,US,MO,2
Messenger Coffee,343,4.5,-94.5815123566286,39.0935641279717,US,MO,2
Cafe Gratitude,614,4.0,-94.588633,39.087833,US,MO,2
Betty Rae's Ice Cream,369,4.5,-94.5941268012479,38.9981488575399,US,MO,1
Green Lady Lounge,352,4.5,-94.580963,39.091351,US,MO,2
Arthur Bryant’s Barbeque,1471,3.5,-94.55605,39.09148,US,MO,2
Blue Koi Noodles & Dumplings,534,4.5,-94.6062279492617,39.0572802722454,US,MO,2
Pigwich,408,4.5,-94.5823936,39.1086335,US,MO,2
Mud Pie Vegan Bakery & Coffeehouse,319,4.5,-94.6044741285517,39.0570984593553,US,MO,1
La Bodega,520,4.0,-94.5928574,39.0850906,US,MO,2
Succotash,798,4.0,-94.57582,39.079067,US,MO,2
Jax Fish House Kansas City,454,4.5,-94.5976097834671,39.0402725394688,US,MO,3
Bluestem,332,4.5,-94.596933,39.050906,US,MO,4
The Farmhouse,853,4.0,-94.584756444488,39.109417389491,US,MO,2
Artego Pizza,553,4.0,-94.597887,39.057379,US,MO,2
Potpie,420,4.5,-94.5970529,39.0507385,US,MO,2
Bay Boy Specialty Sandwiches,200,5.0,-94.6010129,39.0423867,US,MO,1
The Mixing Bowl Noshery,467,4.0,-94.604595746728,39.0746533351746,US,MO,1
Manifesto,353,4.5,-94.5838682863734,39.0894866,US,MO,3
The Rieger,389,4.0,-94.583982,39.0894866,US,MO,2
Thou Mayest - River Quay,306,4.5,-94.584417,39.108428,US,MO,1
Le Fou Frog,317,4.5,-94.57895,39.10925,US,MO,3
The Capital Grille,411,4.5,-94.59227483,39.04065483,US,MO,3
Boulevard Brewing Tours & Rec Center,188,4.5,-94.5954116,39.0811957,US,MO,1
The Westside Local,548,4.0,-94.593025,39.09325,US,MO,2
The Bite,262,4.5,-94.582384,39.109797,US,MO,1
Garozzo's Ristorante,434,4.0,-94.572049,39.1093305,US,MO,2
Ruby Jean's Kitchen & Juicery,174,4.5,-94.57168,39.07213,US,MO,1
POI-Ō,174,4.5,-94.5966968,39.083791,US,MO,N/A
Room 39,345,4.5,-94.605909273555,39.0571508863405,US,MO,2
Betty Rae's Ice Cream,156,5.0,-94.584419,39.10841,US,MO,N/A
Slap's BBQ,796,4.5,-94.62443,39.10248,US,KS,2
Grad School,128,5.0,-94.58918,39.09123,US,MO,2
Chez Elle Creperie & Coffeehouse,433,4.0,-94.593285,39.092691,US,MO,2
Westport Cafe & Bar,346,4.0,-94.590821,39.053056,US,MO,2
Filling Station - Midtown,272,4.5,-94.5782490966211,39.0726532037047,US,MO,1
You Say Tomato,308,4.0,-94.5759999,39.07531,US,MO,2
Mama Hamil’s ,227,4.5,-90.1230493354431,32.4447071939478,US,MS,2
The Pig & Pint,737,4.5,-90.176219,32.337206,US,MS,2
Little Saigon Sandwiches And Sushi,93,4.5,-90.04396,32.38382,US,MS,1
Krilakis,124,4.5,-90.1335135944701,32.4285471330122,US,MS,1
Kebab and Curry,36,5.0,-90.09238,32.5137,US,MS,2
Marlo's Backyard BBQ,12,5.0,-90.014199949801,32.6126291467699,US,MS,N/A
Strawberry Cafe,91,4.0,-90.115244,32.462267,US,MS,2
Table 100,225,4.5,-90.0729937091926,32.3401874474563,US,MS,2
Your Pie,31,5.0,-90.098444,32.532447,US,MS,1
M7 Coffeehouse,71,4.5,-90.1330110041065,32.4289091648425,US,MS,1
Cock of The Walk,153,4.0,-90.084553333,32.422870166,US,MS,2
Two Rivers Restaurant,42,4.5,-90.0719916884288,32.6045248771202,US,MS,3
Babalu,511,4.0,-90.17493,32.33634,US,MS,2
The Trace Grill,89,4.5,-90.1268579869273,32.4320764709061,US,MS,1
Amerigo Italian Restaurant,127,4.0,-90.107533,32.402076,US,MS,2
Pho Huong,80,4.5,-90.1087649166584,32.4009576835231,US,MS,2
The Manship Wood Fired Kitchen,447,4.5,-90.1780624,32.3141815,US,MS,2
Ely's Restaurant & Bar,91,4.5,-90.132119,32.428467,US,MS,3
Gumbo Girl,102,4.5,-90.1399553,32.4002356,US,MS,2
Yiayia's,54,4.5,-90.126711083168,32.4336885831241,US,MS,2
Lou's Full-Serv,250,4.5,-90.17476,32.31259,US,MS,2
Shaggy's On The Rez,158,4.0,-90.050712,32.388517,US,MS,2
North South Tadka,42,4.5,-90.1412,32.474,US,MS,N/A
Half Shell Oyster House,222,4.0,-90.072074,32.337312,US,MS,2
Char Restaurant,221,4.0,-90.151128,32.354341,US,MS,2
Saltine,310,4.0,-90.1752692602398,32.3361357023373,US,MS,2
Another Broken Egg Cafe,229,4.0,-90.147891,32.433631,US,MS,2
Local 463 Urban Kitchen,144,4.0,-90.148295,32.435309,US,MS,2
Bettina's Soulfood Kitchen,13,5.0,-90.03502,32.61409,US,MS,1
