name,review_count,rating,longitude,latitude,country,state,price
Farmer & the Cow,194,4.0,-75.55131,39.74095,US,DE,2
Soybean Asian Grille,154,4.5,-75.6925452853584,39.7392170075027,US,DE,2
Trolley Square Oyster House,142,4.0,-75.5627924303983,39.7584675916502,US,DE,2
Stitch House Brewery,140,4.0,-75.5488270192041,39.7442438412767,US,DE,2
Treehouse Café,58,4.5,-75.554441864418,39.7493908039146,US,DE,2
Bardea Food & Drink,140,4.0,-75.54969,39.742496,US,DE,2
Pizza by Elizabeths,163,4.0,-75.5950134,39.7769642,US,DE,2
Kid Shelleen's Charcoal House & Saloon,197,3.5,-75.565288286925,39.757456619771,US,DE,2
DiMeo's Pizza,125,4.0,-75.549004,39.744314,US,DE,2
Del Pez Mexican Gastropub,234,3.5,-75.55982,39.73551,US,DE,2
Chelsea Tavern,249,3.5,-75.54904,39.74402,US,DE,2
Bellefonte Cafe,95,4.0,-75.500084,39.765921,US,DE,2
Banks' Seafood Kitchen and Raw Bar,257,3.5,-75.5551718,39.7350033,US,DE,3
Ulysses American Gastro Pub,239,3.5,-75.50587,39.80142,US,DE,2
Cajun Kate's Philly Pike,55,4.5,-75.4996736,39.7706185,US,DE,2
Capers & Lemons Restaurant,170,4.0,-75.6214606761932,39.7601563566857,US,DE,2
Bangkok House Restaurant,71,4.0,-75.5742093,39.747164,US,DE,2
Lucky's Coffee Shop,229,3.5,-75.5486672762564,39.8080896862148,US,DE,2
Maiale,56,4.5,-75.5882362,39.7525276,US,DE,2
Washington Street Ale House,236,3.5,-75.55026,39.74907,US,DE,2
Angelo's Luncheonette,43,4.5,-75.56244,39.75932,US,DE,1
La Pizzeria Metro,62,4.5,-75.5374733358622,39.7660755319862,US,DE,2
Opa Opa,96,4.0,-75.56204,39.75819,US,DE,1
Johnnie's Dog House & Chicken Shack,136,4.0,-75.54792,39.80215,US,DE,1
Pho Bami,41,5.0,-75.545765,39.790015,US,DE,N/A
Le Shio,196,3.5,-75.5460499,39.79212,US,DE,2
Mazzella's Italian Restaurant,136,4.0,-75.499418,39.771481,US,DE,2
Takumi,174,3.5,-75.543378,39.780521,US,DE,2
Harry's Savoy Grill,185,3.5,-75.49722,39.82347,US,DE,3
Paleteria Y Neveria Tocumbo,31,5.0,-75.62558,39.73208,US,DE,1
Atlanta Breakfast Club,3535,4.5,-84.39546,33.7649,US,GA,2
Poor Calvin's,3282,4.5,-84.38226,33.7684,US,GA,2
Aviva by Kameel,1517,5.0,-84.3865554648041,33.7605381455292,US,GA,2
Fox Bros. Bar-B-Q,3776,4.5,-84.3475019931793,33.7610514725111,US,GA,2
South City Kitchen Midtown,2583,4.5,-84.3845599,33.786,US,GA,2
Antico Pizza,3118,4.0,-84.405652364418,33.7846416243576,US,GA,2
Desta Ethiopian Kitchen,1707,4.5,-84.3103913493464,33.8378954488708,US,GA,2
Fat Matt's Rib Shack,2143,4.0,-84.367137,33.804595,US,GA,2
Canoe,1815,4.5,-84.455464,33.859863,US,GA,3
Mary Mac's Tea Room,3821,4.0,-84.379998,33.772832,US,GA,2
Buttermilk Kitchen,1648,4.5,-84.38056,33.86986,US,GA,2
Georgia Aquarium,2583,4.0,-84.3947916838531,33.7630463019815,US,GA,N/A
Jeni's Splendid Ice Creams,811,4.5,-84.412213,33.786853,US,GA,2
Heirloom Market BBQ,1620,4.5,-84.4471785276031,33.8986473470416,US,GA,2
The Optimist,1647,4.0,-84.41069,33.77999,US,GA,3
Hattie B's Hot Chicken - Atlanta,1450,4.5,-84.34882,33.7624,US,GA,2
Home grown,1325,4.5,-84.35588,33.746686,US,GA,2
Eight Sushi Lounge,872,4.5,-84.41095,33.78025,US,GA,2
JCT Kitchen & Bar,1733,4.0,-84.4124207264587,33.7866310636518,US,GA,2
Two Urban Licks,2665,4.0,-84.3612738994751,33.7684555661887,US,GA,2
Fogo de Chão Brazilian Steakhouse,1088,4.5,-84.3693723614273,33.84063,US,GA,3
Le Petit Marché,1182,4.5,-84.3225971593804,33.7516694486414,US,GA,2
Bones,948,4.5,-84.3710145,33.8421514,US,GA,4
The Porter Beer Bar,1046,4.5,-84.349827,33.76534,US,GA,2
JINYA Ramen Bar,830,4.5,-84.3827165980401,33.8566085797099,US,GA,2
Egg Harbor Café,741,4.5,-84.3941098822784,33.8051032144595,US,GA,2
Gunshow,1189,4.0,-84.3580284818322,33.7407023786913,US,GA,3
True Food Kitchen,1244,4.0,-84.363745,33.847652,US,GA,2
Piedmont Park,481,4.5,-84.3728513,33.7885025,US,GA,N/A
The Vortex Bar And Grill - Midtown,1731,4.0,-84.384438,33.779051,US,GA,2
Highland Bakery,1592,4.0,-84.366117,33.76122,US,GA,2
FLIP burger boutique,1878,4.0,-84.4157486,33.7983428,US,GA,2
The Food Shoppe,712,4.5,-84.390376,33.758312,US,GA,2
Joy Cafe,931,4.0,-84.383542,33.784802,US,GA,2
Alma Cocina - Downtown,1126,4.0,-84.3874444429916,33.759156314923,US,GA,2
26 Thai Kitchen & Bar,636,4.5,-84.369119,33.822383,US,GA,2
Vortex Bar & Grill,1278,4.0,-84.3493438,33.7662727,US,GA,2
bartaco,1240,4.0,-84.40932,33.77873,US,GA,2
Herban Fix - Vegan Kitchen,750,4.5,-84.3849544543691,33.7700811335769,US,GA,2
Cypress Street Pint & Plate,1264,4.0,-84.386122,33.777327,US,GA,2
Hankook Taqueria,928,4.0,-84.431628,33.811352,US,GA,2
Flying Biscuit Café - Midtown,1545,4.0,-84.38015,33.782,US,GA,2
Ecco Midtown,895,4.0,-84.38604,33.7789,US,GA,3
Purnima Bangladeshi Cuisine,739,4.5,-84.293591,33.877123,US,GA,2
Gus's World Famous Fried Chicken,1300,4.0,-84.386257,33.760069,US,GA,2
Barcelona Inman Park,1175,4.0,-84.359655,33.762945,US,GA,2
South City Kitchen Buckhead,726,4.5,-84.36858,33.8481,US,GA,2
Marcel,571,4.5,-84.4122927718277,33.7859278550014,US,GA,4
West Egg Café,1489,4.0,-84.4121883772461,33.7843740596099,US,GA,2
Bacchanalia,677,4.5,-84.427268,33.794608,US,GA,4
Zombie Burger + Drink Lab,1290,4.0,-93.6133659690309,41.5904255234634,US,IA,2
Fong's Pizza - Des Moines,676,4.0,-93.6218704512993,41.5858937665834,US,IA,2
W-Tao Sushi,355,4.5,-93.62239,41.586055,US,IA,2
St. Kilda Cafe & Bakery,336,4.5,-93.62174333,41.58111333,US,IA,2
Centro,486,4.0,-93.6301408,41.5858639,US,IA,2
El Bait Shop,416,4.5,-93.6187437048923,41.5829789428027,US,IA,2
Gazali's,244,4.5,-93.6507876,41.6006874,US,IA,1
Flying Mango,344,4.5,-93.6776123046875,41.6152648925781,US,IA,2
La Mie,307,4.5,-93.6742451,41.59315,US,IA,2
Americana,514,4.0,-93.63417,41.58455,US,IA,2
Proof,240,4.5,-93.6339569091797,41.5852584838867,US,IA,3
Eatery A,377,4.0,-93.6579993916137,41.5857202094498,US,IA,2
Bubba,349,4.0,-93.6296069999919,41.5840750305409,US,IA,2
Wasabi Chi,247,4.5,-93.693255,41.6291237,US,IA,2
Simon's,163,4.5,-93.6979137548813,41.6110136544385,US,IA,2
Akebono 515,226,4.5,-93.62902,41.58448,US,IA,2
High Life Lounge,218,4.5,-93.6184602034121,41.5830643310897,US,IA,2
Django,374,4.0,-93.63566,41.58423,US,IA,2
Molly's Cupcakes,123,4.5,-93.612919,41.587491,US,IA,2
Jethro's BBQ,331,4.0,-93.6600895760922,41.603742,US,IA,2
Tacos Mariana's,166,4.5,-93.63453,41.6006,US,IA,1
A Dong Restaurant,273,4.0,-93.637465,41.587411,US,IA,2
Horizon Line Coffee,84,4.5,-93.6356314428984,41.5837037527634,US,IA,1
Angry Goldfish Pub And Eatery,131,4.5,-93.6231307983398,41.5657005310059,US,IA,2
Hessen Haus,282,4.0,-93.6210362628004,41.5838219326621,US,IA,2
Scenic Route Bakery,131,4.5,-93.613215,41.589497,US,IA,1
Lzaza Indo-Pak Cuisine,82,5.0,-93.64779,41.6045299,US,IA,2
Panka Peruvian Restaurant,96,4.5,-93.65342,41.58529,US,IA,2
Gong Fu Tea,72,5.0,-93.610320248643,41.590607634528,US,IA,2
Smokey D's BBQ,328,4.0,-93.61885,41.65173,US,IA,2
801 Chophouse,176,4.0,-93.6285,41.58746,US,IA,4
Mullets,209,4.0,-93.61299,41.57808,US,IA,2
Zanzibar's Coffee Adventure,149,4.5,-93.654117,41.585796,US,IA,1
Cheese Bar,111,4.5,-93.65777,41.58639,US,IA,2
RoCA,178,4.0,-93.619545,41.585152,US,IA,2
Ritual Cafe,136,4.5,-93.633954,41.585257,US,IA,1
Open Sesame Cafe,177,4.0,-93.613369978013,41.589143761302,US,IA,2
Hansen's Manhattan Deli,116,4.5,-93.6671017,41.5864749,US,IA,1
Pho All Seasons,146,4.5,-93.6028166,41.6275751,US,IA,1
Up-Down,122,4.5,-93.61105,41.5899,US,IA,1
Malo,325,3.5,-93.6282402598535,41.5839880623438,US,IA,2
Iowa Taproom,250,4.0,-93.61291,41.58749,US,IA,2
Dirt Burger,80,4.5,-93.61112,41.59007,US,IA,1
Alba,173,4.0,-93.6107923386732,41.5917437310076,US,IA,2
The Royal Mile,145,4.0,-93.622252,41.58587,US,IA,2
Harbinger,91,4.5,-93.6534552,41.5855578,US,IA,2
Blaze Fast Fire'd Pizza,152,4.0,-93.619837,41.5818099942632,US,IA,1
Buzzard Billy's,215,4.0,-93.6213251,41.5898598,US,IA,2
Waveland Cafe,179,4.0,-93.68215,41.600274,US,IA,1
Miyabi 9,156,4.0,-93.6109377,41.5908547,US,IA,2
Fork,1616,4.0,-116.2029733,43.6163466,US,ID,2
Bittercreek Alehouse,860,4.5,-116.202383170619,43.6165895081538,US,ID,2
Tango's Subs and Empanadas,397,4.5,-116.24381,43.61084,US,ID,1
Goldy's Breakfast Bistro,863,4.5,-116.2023431,43.6147351,US,ID,2
Barbacoa Grill,957,4.0,-116.18383,43.5975899,US,ID,3
The STIL,253,5.0,-116.2053198,43.6132858,US,ID,1
Chandlers,425,4.5,-116.20647,43.61555,US,ID,3
Luciano's,579,4.0,-116.243917,43.60481,US,ID,2
Casa Blanca Cuban Grill,304,4.5,-116.25002,43.5900899,US,ID,2
BBQ4LIFE,499,4.5,-116.212997669836,43.5955296172332,US,ID,2
Boise Fry Company,642,4.0,-116.201328411698,43.615949973464,US,ID,2
Big City Coffee,529,4.0,-116.21191081929,43.6189020662739,US,ID,2
Cucina Di Paolo,201,4.5,-116.213310241699,43.5908699035645,US,ID,2
Tin Roof Tacos,543,4.0,-116.193978,43.610368,US,ID,1
Island Sushi & Ramen,242,4.5,-116.2908279,43.6196049,US,ID,2
Bar Gernika,315,4.5,-116.2029588,43.6140596,US,ID,2
Even Stevens Sandwiches,222,4.5,-116.202344998496,43.6172552222561,US,ID,2
Pad Thai House,476,4.0,-116.30693,43.59059,US,ID,2
Janjou Patisserie,217,4.5,-116.211032,43.625559,US,ID,2
Waffle Me Up,264,4.5,-116.201328425927,43.6159499454338,US,ID,2
Bardenay Restaurant & Distillery - Boise,496,4.0,-116.2023421733,43.6140706773913,US,ID,2
The Wylder,226,4.5,-116.202300933232,43.6115114754023,US,ID,2
Wild Root Café,234,4.5,-116.2020824,43.6168047,US,ID,2
Petite 4,104,5.0,-116.22812,43.60467,US,ID,3
The Front Door,207,4.5,-116.2013135,43.614335,US,ID,2
Lemon Tree,141,4.5,-116.204337,43.618197,US,ID,2
The Basque Market,147,4.5,-116.20211,43.61413,US,ID,2
Kibrom's Restaurant,158,4.5,-116.232536,43.638628,US,ID,2
Bosnia Express Boex,106,4.5,-116.24168,43.6121,US,ID,1
Slow By Slow Coffee Bar,152,4.5,-116.2063167,43.6133796,US,ID,1
The District Coffee House,157,4.5,-116.2047332,43.6182542,US,ID,1
Eureka!,342,4.0,-116.202807,43.61676,US,ID,2
Mount Everest Momo Cafe,258,4.5,-116.1934959,43.5848767,US,ID,2
Paddles Up Poke - Boise,172,4.5,-116.2037973,43.6173513,US,ID,2
Flying M Coffeehouse,179,4.5,-116.19932703826,43.614815071534,US,ID,1
Guru Donuts,320,4.0,-116.205615,43.616861,US,ID,1
ÀLAVITA,275,4.0,-116.2030385,43.6163507,US,ID,2
Guido's Original New York Style Pizza,246,4.0,-116.198987,43.6149556,US,ID,1
Meraki-Greek Street Food,193,4.5,-116.205280311406,43.6138431593348,US,ID,1
Red Feather Lounge,333,4.0,-116.202353686094,43.6167184263468,US,ID,2
EDGE Brewing Co,371,4.0,-116.290935,43.609536,US,ID,2
Goody's Soda Fountain & Candy Store,146,4.5,-116.203008,43.629425,US,ID,2
The Funky Taco,191,4.5,-116.202289,43.61739,US,ID,2
The Brickyard,301,4.0,-116.2014836,43.6144211,US,ID,3
Egg Mann and Earl,145,4.5,-116.174854338169,43.5796614925983,US,ID,2
Juniper,393,4.0,-116.202520632043,43.6169056483222,US,ID,2
Thai Cuisine,190,4.5,-116.266006469727,43.5897674560547,US,ID,2
Mr. Wok,174,4.5,-116.21325,43.5981101799664,US,ID,2
Taqueria La Flama,180,4.5,-116.277242638171,43.620076,US,ID,2
Tony's Pizzeria Teatro,135,4.5,-116.202172855035,43.6154039891136,US,ID,2
Girl & the Goat,8653,4.5,-87.6479440725005,41.884176,US,IL,3
Wildberry Pancakes and Cafe,7479,4.5,-87.62288,41.884668,US,IL,2
Au Cheval,7174,4.5,-87.647668,41.88466,US,IL,2
The Purple Pig,7200,4.0,-87.624782,41.890694,US,IL,2
Lou Malnati's Pizzeria,6168,4.0,-87.633704,41.890357,US,IL,2
Art Institute of Chicago,1838,4.5,-87.623713,41.8796,US,IL,N/A
Smoque BBQ,4163,4.5,-87.72795,41.95021,US,IL,2
Cafe Ba-Ba-Reeba!,4124,4.0,-87.648687,41.918984,US,IL,2
Bavette's Bar & Boeuf,2380,4.5,-87.6348227262497,41.8892796234574,US,IL,3
Alinea,2260,4.5,-87.6482384681229,41.9134194160823,US,IL,4
Little Goat,4574,4.0,-87.6484126982138,41.8846460590586,US,IL,2
Kuma's Corner - Belmont,5039,4.0,-87.7004470825195,41.939640045166,US,IL,2
Quartino Ristorante,4687,4.0,-87.6283662020996,41.8934479679332,US,IL,2
Pequod's Pizzeria,6236,4.0,-87.664486,41.92187,US,IL,2
Portillo's Hot Dogs,5597,4.0,-87.6314147,41.8934295,US,IL,1
Crisp,3175,4.5,-87.6444210345452,41.9361214592879,US,IL,2
"Joe's Seafood, Prime Steak & Stone Crab",2477,4.5,-87.62569,41.891938,US,IL,3
Xoco,3613,4.0,-87.630776,41.890969,US,IL,2
Molly's Cupcakes,2784,4.0,-87.6425736,41.9288051,US,IL,2
Sapori Trattoria,2240,4.5,-87.64859,41.93166,US,IL,2
Millennium Park,1231,4.5,-87.6218446,41.88339,US,IL,N/A
Piece Brewery and Pizzeria,3547,4.0,-87.6760850295053,41.9103256994423,US,IL,2
RPM Italian,3116,4.0,-87.6300418625656,41.8909608540557,US,IL,3
Avec,2174,4.5,-87.6433979433133,41.884290441849,US,IL,3
The Gage,2857,4.0,-87.624698,41.881369,US,IL,2
Three Dots and a Dash,3252,4.0,-87.6306027367742,41.8904391303273,US,IL,2
Batter & Berries,2716,4.0,-87.6577911,41.9315605,US,IL,2
Del Seoul,2095,4.5,-87.643016,41.929444,US,IL,1
The Publican,3195,4.0,-87.648765,41.886644,US,IL,3
The Violet Hour,2173,4.0,-87.677829,41.909095,US,IL,2
Kai Zan,1034,4.5,-87.6915407180786,41.8955051374998,US,IL,3
Irazú Costa Rican Restaurant & Catering,2152,4.0,-87.6846393244315,41.9151045993531,US,IL,2
Eataly Chicago,3736,4.0,-87.6262607945148,41.892335432963,US,IL,2
Green Street Smoked Meats,1659,4.5,-87.648907,41.883623,US,IL,2
Lula Cafe,1937,4.5,-87.706845233929,41.927668036295,US,IL,2
Longman & Eagle,2405,4.0,-87.707222394898,41.930156679293,US,IL,2
Cafecito,1957,4.5,-87.633641,41.882416,US,IL,1
Shaw's Crab House,2220,4.0,-87.6273507,41.8899414,US,IL,3
Beatrix,1944,4.0,-87.630833,41.891492,US,IL,2
Chicago Pizza And Oven Grinder Company,2535,4.0,-87.63721,41.92084,US,IL,2
Yuzu Sushi & Robata Grill,1709,4.0,-87.67172,41.89569,US,IL,2
Ramen Wasabi,1860,4.0,-87.6915015,41.9195063,US,IL,2
Chicago Diner,2103,4.0,-87.64904,41.94402,US,IL,2
Boka,1445,4.5,-87.6480859,41.9135158,US,IL,3
Garfield Park Conservatory,621,5.0,-87.717822,41.8864959,US,IL,N/A
Lou Malnati's Pizzeria,2631,4.0,-87.627275,41.871566,US,IL,2
Sunda Chicago,2827,4.0,-87.6317244,41.8909469,US,IL,3
Volare Ristorante Italiano,2115,4.0,-87.6225186472213,41.8915901798304,US,IL,2
Over Easy Cafe,1484,4.5,-87.6790834,41.9717208,US,IL,2
Wormhole Coffee,1136,4.5,-87.674603,41.908418,US,IL,1
OPA!,294,4.5,-86.38284,39.7642,US,IN,2
Danny's Mexican Ice Cream,75,5.0,-86.38597,39.76364,US,IN,1
Bread Basket Cafe & Bakery,114,5.0,-86.5217667,39.7603683,US,IN,2
Bangkok Kitchen Thai Restaurant,172,4.5,-86.3571599,39.76234,US,IN,2
Pho 36,224,4.5,-86.3519488545074,39.7631044346348,US,IN,1
Cabin Coffee,53,4.0,-86.428377,39.761751,US,IN,N/A
Charbonos,155,4.0,-86.400446,39.764637,US,IN,2
La Hacienda Mexican Restaurant,124,4.0,-86.3907769456266,39.7618285920091,US,IN,2
Panoony's Pizza and Wings,170,4.5,-86.370701,39.832982,US,IN,1
Pizzaville,30,4.5,-86.434312,39.757854,US,IN,N/A
LaSpada's Pizzeria,85,4.5,-86.368221,39.713807,US,IN,1
Frost Bite,55,4.5,-86.3991999,39.76141,US,IN,1
Emmy's Original Pancake House & Grill,111,4.0,-86.3876563164199,39.7649946836437,US,IN,2
Milk & Honey Bakery,67,4.5,-86.40156,39.70276,US,IN,2
Oasis Diner,216,4.0,-86.405199,39.701891,US,IN,1
India Bistro,166,4.0,-86.3592675,39.7185307,US,IN,2
Yats,85,4.5,-86.35701,39.76258,US,IN,1
BRU Burger Bar - Plainfield,207,4.0,-86.3587945343915,39.7109180219259,US,IN,2
Brew Link Brewing,79,4.5,-86.4442471001277,39.6894260691127,US,IN,2
The Beehive,69,4.5,-86.52305,39.76049,US,IN,1
Metro Diner,156,4.0,-86.381268,39.71187,US,IN,2
Magoo's California Pizza - Avon,104,4.5,-86.33536,39.76416,US,IN,2
"Tin's House, Thai Cuisine & Sushi",82,4.5,-86.3450756205348,39.7643719423675,US,IN,2
Thai Basil,97,4.5,-86.382453,39.838126,US,IN,2
Ugly Crab,87,4.0,-86.35222,39.76305,US,IN,3
Stone Creek - Plainfield,186,4.0,-86.359449,39.711504,US,IN,2
Big Apple Bagels,52,4.5,-86.37993667,39.7625665,US,IN,1
Thai Orchid,139,4.0,-86.354416,39.716648,US,IN,2
Best Friends Coffee & Bagels,96,4.5,-86.37875,39.83662,US,IN,1
City Barbeque,147,4.0,-86.3235765695572,39.7642882611559,US,IN,2
Thai Lanna,97,4.0,-86.3518871,39.763072,US,IN,2
BJ's Restaurant & Brewhouse,189,3.5,-86.33931,39.763037,US,IN,2
Superfood and Gyros House,52,4.5,-86.38152,39.83663,US,IN,2
Salsa Verde Mexican Restaurant,147,4.0,-86.3260269165039,39.7628631591797,US,IN,1
Rockstar Pizza,121,4.0,-86.38121,39.83854,US,IN,2
Mayberry Cafe,123,3.5,-86.52486,39.76103,US,IN,2
Jimbo's BBQ,63,4.5,-86.325424,39.816562,US,IN,2
Hotcakes Emporium Pancake House & Restaurant,30,3.5,-86.4406145,39.757662,US,IN,1
Hilligoss Bakery,71,4.0,-86.38317,39.83857,US,IN,1
Cheddar's Scratch Kitchen,219,3.0,-86.35482,39.76403,US,IN,2
Flap-Jacks Restaurant,74,4.0,-86.38724,39.83969,US,IN,1
BIGGBY COFFEE,60,4.0,-86.3811549791308,39.7116498858051,US,IN,2
Iguana's Mexican Restaurant,90,3.5,-86.3800300467659,39.7104733554082,US,IN,1
Thai District Restaurant,54,4.5,-86.396749,39.847057,US,IN,2
Portillo's Hot Dogs,145,3.5,-86.337664,39.7662135,US,IN,2
McAlister's Deli,52,4.5,-86.324638,39.764503,US,IN,2
3 Agaves Mexican Restaurant & Cantina,30,4.5,-86.3839582,39.76424639477,US,IN,N/A
Hummel Park,20,5.0,-86.3919703440361,39.6845424313226,US,IN,N/A
Asia Wok,63,4.0,-86.3732192292809,39.6991074193237,US,IN,1
Orange Leaf Frozen Yogurt,23,4.0,-86.38912,39.76239,US,IN,2
Doo-Dah Diner,758,4.5,-97.3364484,37.679603,US,KS,2
Gabby's Peruvian Restaurant,139,5.0,-97.3525757,37.6730499,US,KS,2
Beautiful Day Cafe,207,4.5,-97.306318,37.693947,US,KS,2
Sabor Latin Bar & Grill,295,4.0,-97.3295719001084,37.6901829450328,US,KS,2
Tanya's Soup Kitchen,189,4.5,-97.3164085089122,37.6859609775273,US,KS,2
Public,357,4.0,-97.3285,37.68715,US,KS,2
Georges French Bistro,191,4.5,-97.282341,37.694204,US,KS,2
Reverie Coffee Roasters,184,4.5,-97.3105054110451,37.6864610301909,US,KS,1
Pig In Pig Out,169,4.5,-97.32613,37.70773,US,KS,2
The Anchor,428,4.0,-97.324694,37.685727,US,KS,2
Dempsey's Biscuit Co,301,4.0,-97.29559,37.68616,US,KS,2
Bite Me BBQ,294,4.0,-97.3314616,37.6874458,US,KS,2
Bella Vita Bistro,171,4.5,-97.38872,37.68511,US,KS,2
Newport Grill,241,4.0,-97.2425798312631,37.7190920209043,US,KS,3
Dempsey's Burger Pub,271,4.0,-97.2938354595245,37.6871410919969,US,KS,2
Mediterranean Grill,166,4.5,-97.2509488468603,37.6821524408444,US,KS,2
Redrock Canyon Grill,304,4.0,-97.2445651230555,37.7163911960044,US,KS,2
Piatto Neapolitan Pizzeria,115,4.5,-97.3168475487972,37.6863369241321,US,KS,2
My Tho,140,4.5,-97.33277,37.69366,US,KS,1
Lotus Leaf Cafe,110,4.5,-97.326979,37.689468,US,KS,2
College Hill Deli,116,4.5,-97.29594,37.68615,US,KS,1
B & C Barbeque,148,4.0,-97.3265482951156,37.6913281000414,US,KS,2
Little Saigon,136,4.5,-97.33595,37.70102,US,KS,1
Ziggys Pizza,151,4.5,-97.2941507399082,37.6869485751046,US,KS,2
Wichita Brewing Co & Pizzeria,228,4.0,-97.44486,37.70827,US,KS,2
Yokohama Ramen Joint,173,4.0,-97.3474967964336,37.683959237683,US,KS,2
Bocco Deli,67,4.5,-97.3008,37.69399,US,KS,1
The Donut Whole,236,4.0,-97.3165237,37.6862949,US,KS,1
Thai House,116,4.5,-97.3903742035057,37.7010753256815,US,KS,1
Sapporo Japanese Sushi Restaurant,147,4.5,-97.2435723245144,37.6800805833278,US,KS,2
Wine Dive,173,4.0,-97.28133,37.68682,US,KS,2
Cocoa Dolce Artisan Chocolates,103,4.5,-97.24379,37.72161,US,KS,2
Churn & Burn,131,4.5,-97.28002,37.677986,US,KS,2
Molino's Cuisine,144,4.0,-97.341618,37.702314,US,KS,2
N & J Cafe and Bakery,141,4.0,-97.2707748413086,37.6722564697266,US,KS,1
Espresso To Go Go,75,4.5,-97.3314648333686,37.6862557217023,US,KS,1
Pollo Express,88,4.5,-97.37118,37.65109,US,KS,1
Meddys,170,4.0,-97.245227,37.665082,US,KS,1
Picasso's Pizzeria,211,4.0,-97.34783,37.68368,US,KS,1
Meddys,78,4.5,-97.325821,37.685447,US,KS,2
Mort's Martini Bar,98,4.5,-97.32662,37.6878,US,KS,2
Milkfloat,133,4.0,-97.34546,37.68448,US,KS,1
Wichita Brewing Co & Pizzeria East,120,4.0,-97.2640748878357,37.6952292527429,US,KS,2
Ninza Sushi Bar,112,4.5,-97.440704,37.7101029,US,KS,2
Il Vicino Wood Oven Pizza - College Hill,101,4.5,-97.27976,37.686387,US,KS,2
Green Olive,57,4.5,-97.42014,37.69524,US,KS,1
Leslie Coffee Co.,36,5.0,-97.3516,37.68428,US,KS,N/A
Bento Cafe,74,4.5,-97.4256404,37.6924506,US,KS,1
Thai Tradition,154,4.0,-97.267979,37.69697,US,KS,2
Meddys,143,4.0,-97.2071743552254,37.7248523952425,US,KS,2
Hammerheads,1094,4.5,-85.73655,38.23858,US,KY,2
The Eagle,1057,4.5,-85.7147374202374,38.2347534726967,US,KY,2
Mayan Cafe,710,4.5,-85.7373999,38.2534,US,KY,2
Yummy Pollo,537,4.5,-85.6861997,38.2001488,US,KY,1
Con Huevos,580,4.5,-85.70156,38.25369,US,KY,2
Taco Luchador,739,4.5,-85.7252158553177,38.2412356644468,US,KY,2
Wild Eggs,945,4.5,-85.7479650486634,38.2548910186262,US,KY,2
Mussel and Burger Bar,849,4.5,-85.5883243,38.21193,US,KY,2
Royals Hot Chicken,747,4.5,-85.73862,38.25294,US,KY,2
Doc Crow's,1518,4.0,-85.752762330038,38.2563672598458,US,KY,2
Angel's Envy,454,4.5,-85.743421,38.254978,US,KY,2
Feast BBQ,836,4.0,-85.7354536667908,38.2530803478318,US,KY,2
Nord's Bakery,334,4.5,-85.74542,38.2168,US,KY,1
Jack Fry's,488,4.5,-85.72375,38.24024,US,KY,3
Wild Eggs,507,4.5,-85.634487,38.234067,US,KY,2
The Silver Dollar,762,4.0,-85.71663,38.25716,US,KY,2
Steel City Pops - Bardstown Road,296,4.5,-85.7232284545898,38.240062713623,US,KY,1
Sidebar,660,4.5,-85.7530975341797,38.2569275694995,US,KY,2
Evan Williams Bourbon Experience,436,4.5,-85.759479,38.256532,US,KY,2
Louisville Slugger Museum,418,4.5,-85.763981,38.257118,US,KY,N/A
SuperChefs,522,4.5,-85.7036399,38.2299099,US,KY,2
Proof on Main,775,4.0,-85.761775,38.257008,US,KY,3
"Momma's Mustard, Pickles & BBQ",634,4.0,-85.662246,38.253103,US,KY,2
Butchertown Grocery,472,4.5,-85.73078,38.25586,US,KY,3
Gralehaus,370,4.5,-85.72309,38.23914,US,KY,2
Vietnam Kitchen,472,4.5,-85.770054406197,38.1704758774329,US,KY,2
Havana Rumba & Tapas Bar - Catering,323,4.5,-85.6935806,38.2242661,US,KY,2
Grind Burger Kitchen,603,4.0,-85.736624,38.2534459,US,KY,2
Le Moo,640,4.0,-85.703378,38.245203,US,KY,3
The Post,501,4.5,-85.735413,38.227666,US,KY,2
Please & Thank You,463,4.5,-85.7380149,38.2531669,US,KY,1
Mojito Tapas Restaurant,339,4.5,-85.630160457604,38.2830622766733,US,KY,2
Jeff Ruby's Steakhouse - Louisville,406,4.5,-85.75599,38.25695,US,KY,4
Cherokee Park,135,5.0,-85.70965,38.23677,US,KY,N/A
Louisville Cream,239,4.5,-85.740768,38.253317,US,KY,1
LouVino,383,4.5,-85.7046080237759,38.2306357098247,US,KY,2
Toast On Market,594,4.0,-85.74109,38.25315,US,KY,2
Monnik Beer,335,4.5,-85.7393699,38.22256,US,KY,2
Taco Choza,215,4.5,-85.65458,38.25349,US,KY,N/A
Biscuit Belly - Nulu,350,4.5,-85.7356090085983,38.2541158255746,US,KY,2
Safier Mediterranean Deli,310,4.5,-85.75784,38.24746,US,KY,1
21c Museum Hotel Louisville,274,4.5,-85.76148,38.2569851,US,KY,3
The Café,326,4.5,-85.7347841,38.243507,US,KY,2
Queen of Sheba,233,4.5,-85.66771,38.22257,US,KY,2
The Falafel House,322,4.5,-85.72396,38.24028,US,KY,1
Blue Dog Bakery & Cafe,253,4.5,-85.6873397827148,38.2543830871582,US,KY,2
Seviche A Latin Restaurant,273,4.5,-85.70756,38.23127,US,KY,3
Game,355,4.0,-85.70468,38.2458699,US,KY,2
Joella's Hot Chicken,492,4.0,-85.6699161515379,38.253779,US,KY,2
